4.4`위대한 개츠비`누군를 비판하고 싶어질 떈 세상 사람들이 다 너처럼 좋은 조건을 타고난 건 아니라는 점을 기억해`EXISTENCE`9`40.0
4.3`사신 치바`인생의 일주일 헛되이 보낸다면 백 년도 헛되이 보낼 테지`EXISTENCE`11`47.0
4.0`폭풍우`한 번의 퇴짜로 당신이 이루고자 했던 목표를 포기하지 마라.`EXISTENCE`3`12.0
3.9`미움받을 용기`중요한 것은 무엇이 주어졌느냐가 아니라, 주어진 것을 어떻게 활용하느냐이다. newLine`EXISTENCE`8`31.0
3.7`여덟 단어`남을 부러워 하지 마시길. 그 많은 단점에도 불구하고 나는 나.`EXISTENCE`10`37.0
